id,sender_id,receiver_id,text,is_read,timestamp
9b02fbd1-de4f-47db-a582-1557953604e7,Admin,SignPast4790,Hello,FALSE,2024-06-03T00:00:00
1805540c-eb59-4d21-87e6-33356ba3a3cf,SignPast4790,Admin,Hi,FALSE,2024-07-04T00:00:00
41fd664f-14af-40f8-8237-ca0be9ad1ed3,Admin,LadyGaga,Hello,FALSE,2024-05-31T00:00:00
6b423fa8-4893-495f-a1d7-d12576feb8ce,LadyGaga,Admin,Hi,FALSE,2024-05-31T00:00:00
df47235d-73b0-414a-b41e-47dcdbe195a4,User,SisterHot5914,Hello,FALSE,2024-08-03T00:00:00
205857c6-8662-4134-890a-a819262c6d08,SisterHot5914,User,Hi,FALSE,2024-09-19T00:00:00
1f3f54bf-a1e8-42b5-9cbf-072db55393d2,User,LadyGaga,Hello,FALSE,2024-08-15T00:00:00
f5f45a75-4ef0-4218-958a-f7cb5d653531,LadyGaga,User,Hi,FALSE,2024-06-25T00:00:00
3c070290-fc0a-4b34-9657-dee004197f44,LadyGaga,LadyGaga,Hello,FALSE,2024-06-06T00:00:00
71ef0ba0-d92c-4837-bdbc-36ac09c96b88,LadyGaga,LadyGaga,Hi,FALSE,2024-08-23T00:00:00
cc9cbfe3-6be0-46fe-ac2d-8ddfe7a3d7a1,MissUp7010,SafeTravel5450,Hello,FALSE,2024-07-16T00:00:00
3da0b212-5c5b-4ed1-b80a-1e375e56049f,SafeTravel5450,MissUp7010,Hi,FALSE,2024-05-26T00:00:00
701aa908-b0bb-4665-a99b-71d7f8b100a1,MissUp7010,LadyGaga,Hello,FALSE,2024-07-02T00:00:00
8e01c281-9189-4eca-8dac-c59cda1a06cc,LadyGaga,MissUp7010,Hi,FALSE,2024-08-17T00:00:00
1a74da7e-5a05-494b-8e57-a5e82dfaa13a,DesignAbout4578,ConferenceCitizen9082,Hello,FALSE,2024-09-23T00:00:00
cdd7e266-524c-403d-a998-7b0c19f9e0d4,ConferenceCitizen9082,DesignAbout4578,Hi,FALSE,2024-06-09T00:00:00
845ba8a3-0c03-444a-ae2e-fdd2ae02754d,DesignAbout4578,LadyGaga,Hello,FALSE,2024-05-06T00:00:00
d5ce12d0-df11-4078-bbac-5d6ba817fa40,LadyGaga,DesignAbout4578,Hi,FALSE,2024-07-29T00:00:00
33f09e8c-2d04-44ef-a8f4-75658d8d0ade,ClosePiece8597,BeforeGood8031,Hello,FALSE,2024-09-07T00:00:00
ae83a9df-b092-455d-96d7-4441cf5c8764,BeforeGood8031,ClosePiece8597,Hi,FALSE,2024-07-31T00:00:00
7b94a335-c3e0-4fdf-a5c5-86a017426fa9,ClosePiece8597,LadyGaga,Hello,FALSE,2024-09-02T00:00:00
e769f0be-feac-4a62-8c6f-b796cd7c9e76,LadyGaga,ClosePiece8597,Hi,FALSE,2024-09-19T00:00:00
43898658-b543-450b-93a0-4da781fa55d3,CenterInclude3073,ThingDream3416,Hello,FALSE,2024-08-19T00:00:00
25244dd9-1afc-49ab-a4ea-9181abb897b9,ThingDream3416,CenterInclude3073,Hi,FALSE,2024-10-16T00:00:00
f36c7bff-9b3f-4978-a028-55804d6f9bb7,CenterInclude3073,LadyGaga,Hello,FALSE,2024-05-19T00:00:00
a39c7c8c-6b8e-4634-a376-d47948ddb343,LadyGaga,CenterInclude3073,Hi,FALSE,2024-05-14T00:00:00
4f936272-e915-4cc6-8580-acbf852108b7,YourShake4548,ContinueExecutive7107,Hello,FALSE,2024-04-27T00:00:00
64910e2c-f901-4bf7-966c-1039d2bdd81a,ContinueExecutive7107,YourShake4548,Hi,FALSE,2024-06-08T00:00:00
bac1d7fb-48d2-4c2c-861d-bd9ad8e08b60,YourShake4548,LadyGaga,Hello,FALSE,2024-06-15T00:00:00
bb507814-182c-4620-b888-2a7ef7fb0821,LadyGaga,YourShake4548,Hi,FALSE,2024-09-09T00:00:00
efd5a804-f8d1-452a-91da-b6ca8fb53c7a,OfficerStay4905,BillionSecurity6132,Hello,FALSE,2024-08-03T00:00:00
dd208d91-a47f-44df-ae5a-bc953dbffdcb,BillionSecurity6132,OfficerStay4905,Hi,FALSE,2024-07-26T00:00:00
2b26c94e-e055-406b-8fa9-52d40546250c,OfficerStay4905,LadyGaga,Hello,FALSE,2024-04-27T00:00:00
ab49d606-ef34-460c-a48b-ba9134d620db,LadyGaga,OfficerStay4905,Hi,FALSE,2024-08-08T00:00:00
47c40aff-fa04-4c6e-9117-f61415d6702d,FederalRespond9967,TurnLine1467,Hello,FALSE,2024-09-06T00:00:00
855486d4-692b-48ae-a37b-9ef5028884d6,TurnLine1467,FederalRespond9967,Hi,FALSE,2024-04-26T00:00:00
421f7de4-b126-4873-97ed-a53a6d43c2a7,FederalRespond9967,LadyGaga,Hello,FALSE,2024-07-10T00:00:00
60a5a11a-578c-4e7f-8d73-e4f7ce451163,LadyGaga,FederalRespond9967,Hi,FALSE,2024-09-04T00:00:00
a545a974-0cf9-432d-9df6-c56fad55e76c,MarriageSouth9847,ForwardIndeed1804,Hello,FALSE,2024-05-01T00:00:00
c7607621-39ee-4ac4-98a3-a3f74830852a,ForwardIndeed1804,MarriageSouth9847,Hi,FALSE,2024-06-06T00:00:00
1ef4698d-569b-4412-9fc2-8220c56dde28,MarriageSouth9847,LadyGaga,Hello,FALSE,2024-07-17T00:00:00
b8c0620f-1d2b-468e-a07b-54b32354221c,LadyGaga,MarriageSouth9847,Hi,FALSE,2024-04-25T00:00:00
562f4130-b138-4c0a-adac-d0850ef13820,BarOk8916,FactorPhysical7872,Hello,FALSE,2024-07-23T00:00:00
062d5185-4bb7-402f-b589-179794a892eb,FactorPhysical7872,BarOk8916,Hi,FALSE,2024-09-01T00:00:00
57cdb410-7f3e-4685-8207-b6122a50cade,BarOk8916,LadyGaga,Hello,FALSE,2024-06-01T00:00:00
2c40d763-35d0-4be4-badc-0dc45201c2c5,LadyGaga,BarOk8916,Hi,FALSE,2024-10-01T00:00:00
b0c60b1e-8e22-44ba-bd2d-2971dee47036,SonChoice8345,CameraSituation5721,Hello,FALSE,2024-10-04T00:00:00
6133df57-4df7-45ec-bc5c-7c5408b85c02,CameraSituation5721,SonChoice8345,Hi,FALSE,2024-08-21T00:00:00
88343815-7d11-4bfc-a84b-46bdf75978e4,SonChoice8345,LadyGaga,Hello,FALSE,2024-10-08T00:00:00
eea04bb3-08d7-4176-a6ff-f4e8ad80c53e,LadyGaga,SonChoice8345,Hi,FALSE,2024-08-27T00:00:00
db993342-8ddc-4e9f-895a-9fc4dd192101,PersonArt5866,SmallWatch4837,Hello,FALSE,2024-09-13T00:00:00
cf782402-ea02-47c2-a74d-d1627733d73c,SmallWatch4837,PersonArt5866,Hi,FALSE,2024-08-08T00:00:00
ca9c196e-ec84-4f65-91f0-06476e83ea38,PersonArt5866,LadyGaga,Hello,FALSE,2024-07-03T00:00:00
80926bd7-ac79-48b6-ad49-f07a215d1695,LadyGaga,PersonArt5866,Hi,FALSE,2024-09-20T00:00:00
c064a53a-8eb4-4652-b91b-4ecbd09aa329,PerGovernment8419,ItemCompany8314,Hello,FALSE,2024-05-03T00:00:00
553095b3-602e-4bb4-8f7a-c089f9a89f61,ItemCompany8314,PerGovernment8419,Hi,FALSE,2024-07-19T00:00:00
a8c28e93-da50-4d27-92bc-1a9f4a5a0cb4,PerGovernment8419,LadyGaga,Hello,FALSE,2024-06-08T00:00:00
78906df6-179e-4846-9fdc-6576363b1524,LadyGaga,PerGovernment8419,Hi,FALSE,2024-08-27T00:00:00
71f48d90-d402-4423-bd2d-4170a660c912,CulturalSport7125,TrueGo9133,Hello,FALSE,2024-05-25T00:00:00
4de3404d-fcc5-4fa7-ae41-9a976ae44ad3,TrueGo9133,CulturalSport7125,Hi,FALSE,2024-09-06T00:00:00
dfe28e4c-73a7-4d61-9b27-06aa1971c6e3,CulturalSport7125,LadyGaga,Hello,FALSE,2024-08-23T00:00:00
ef29346b-0dbc-4608-9718-15df856a1982,LadyGaga,CulturalSport7125,Hi,FALSE,2024-06-10T00:00:00
08a929a6-a0ae-415d-b1f8-6e7b4201b000,BoardRise8331,HimselfPower9755,Hello,FALSE,2024-10-20T00:00:00
79b98205-4e15-4a40-b42d-0702f323fbda,HimselfPower9755,BoardRise8331,Hi,FALSE,2024-09-14T00:00:00
31611ca9-892b-4c7e-9c6f-99bce5f6f3d1,BoardRise8331,LadyGaga,Hello,FALSE,2024-10-14T00:00:00
5cc74fdc-21e9-4517-94d5-56dc512daba0,LadyGaga,BoardRise8331,Hi,FALSE,2024-08-01T00:00:00
e237f3b8-d5c5-412b-99fc-4b91a4b70d44,MustLive7542,SimpleCulture5004,Hello,FALSE,2024-10-01T00:00:00
3e050704-3760-4ca7-b616-e096667b829c,SimpleCulture5004,MustLive7542,Hi,FALSE,2024-06-29T00:00:00
f4b0ef59-6e69-41de-8526-5838ab8952f7,MustLive7542,LadyGaga,Hello,FALSE,2024-05-01T00:00:00
04e50824-c877-48a2-906a-f871b22faa9c,LadyGaga,MustLive7542,Hi,FALSE,2024-06-17T00:00:00
38a966e9-808a-43bc-8878-54695ceefa94,CultureEverybody6465,PhoneEight8065,Hello,FALSE,2024-06-10T00:00:00
9b465028-67db-4216-b045-a06eb07ed132,PhoneEight8065,CultureEverybody6465,Hi,FALSE,2024-10-11T00:00:00
f1c3ad88-9d9e-4bbc-8616-0b6728ea7fbf,CultureEverybody6465,LadyGaga,Hello,FALSE,2024-08-06T00:00:00
7ecd0295-f1a0-4848-8c08-90798be33458,LadyGaga,CultureEverybody6465,Hi,FALSE,2024-06-29T00:00:00
6eb28ebb-20ed-4d0f-a60e-7c3b0d0f0bed,CongressPractice8740,FillHimself1658,Hello,FALSE,2024-10-26T00:00:00
ef8dac5a-4550-4cd5-aafb-1f74283a8b65,FillHimself1658,CongressPractice8740,Hi,FALSE,2024-09-23T00:00:00
aac9941a-ee21-4ecc-a414-8f9be1680eb0,CongressPractice8740,LadyGaga,Hello,FALSE,2024-07-18T00:00:00
11c67241-21eb-4514-bac7-8db1206dc86a,LadyGaga,CongressPractice8740,Hi,FALSE,2024-06-05T00:00:00
10525e9e-3aad-4727-871c-4bd0097613ee,DayUnit1652,AttackStuff4761,Hello,FALSE,2024-09-05T00:00:00
8c127f8c-c237-4d88-9997-a8fa723ffcc6,AttackStuff4761,DayUnit1652,Hi,FALSE,2024-06-24T00:00:00
084e05d0-8d53-40be-85d4-66bd2eb4d9c5,DayUnit1652,LadyGaga,Hello,FALSE,2024-09-08T00:00:00
7469934e-0553-4bb3-a9d9-688723630ba6,LadyGaga,DayUnit1652,Hi,FALSE,2024-10-20T00:00:00
94f47789-fe77-4e18-9c0b-9d740f4753e7,BedEconomy2408,CommunityStart8177,Hello,FALSE,2024-05-09T00:00:00
e4f77809-3a3a-4065-b8a9-7764f29adf8f,CommunityStart8177,BedEconomy2408,Hi,FALSE,2024-08-17T00:00:00
464c51e1-0bfc-4c33-9bb8-65057a2f050f,BedEconomy2408,LadyGaga,Hello,FALSE,2024-09-23T00:00:00
744f93b0-63fe-489a-b89f-ccce8b187ce9,LadyGaga,BedEconomy2408,Hi,FALSE,2024-09-21T00:00:00
7d492cf1-e1c7-40d5-a2f6-e621af4bbb16,WhiteMember4827,ClaimPartner5169,Hello,FALSE,2024-09-02T00:00:00
634796a4-c6a8-427c-a42a-682b9f95e9d3,ClaimPartner5169,WhiteMember4827,Hi,FALSE,2024-08-12T00:00:00
5ecf1630-d0ec-4981-a5ad-63c8cbb31c4a,WhiteMember4827,LadyGaga,Hello,FALSE,2024-06-14T00:00:00
377bd3af-1910-4728-9d25-83c00f998990,LadyGaga,WhiteMember4827,Hi,FALSE,2024-06-07T00:00:00
0865afea-592e-4382-a74a-75383a8a7acb,WatchSociety4018,PerhapsMinute8607,Hello,FALSE,2024-10-04T00:00:00
dfeb7106-f43d-42e9-9b11-be16f157c408,PerhapsMinute8607,WatchSociety4018,Hi,FALSE,2024-05-05T00:00:00
1e556fab-3a29-4384-8fe3-1c4981e7f631,WatchSociety4018,LadyGaga,Hello,FALSE,2024-05-08T00:00:00
ec4e6c3c-7e73-4830-b5f9-daf5e3aca2aa,LadyGaga,WatchSociety4018,Hi,FALSE,2024-09-15T00:00:00
c62f8bb2-7e10-41f0-98d0-0211ff45a914,StartState2863,TheseEstablish3753,Hello,FALSE,2024-08-18T00:00:00
b2bb28f2-a78a-4e37-81b3-95b6ae3f7cd5,TheseEstablish3753,StartState2863,Hi,FALSE,2024-09-05T00:00:00
148ed02a-d0a6-4bbb-b5c2-f8e20bbedcf7,StartState2863,LadyGaga,Hello,FALSE,2024-08-29T00:00:00
7df7a0af-d02c-48e1-afb3-64decde6fca2,LadyGaga,StartState2863,Hi,FALSE,2024-10-05T00:00:00
9cfcb92f-51a2-4623-a7c5-40d82a365aac,ScienceThird8858,CommonAgent4569,Hello,FALSE,2024-08-02T00:00:00
